EnsemblID	U6475-ULDM	I6475-ILDM	I1793-ILDM	I6475-I1793	I6475-U6475	ILDM-ULDM	ULDMA_1	ULDMA_2	ULDMA_3	ULDMB_1	ULDMB_2	ULDMB_3	U6475A_1	U6475A_2	U6475A_3	U6475B_1	U6475B_2	U6475B_3	ILDMA_1	ILDMA_2	ILDMA_3	ILDMB_1	ILDMB_2	ILDMB_3	I6475A_1	I6475A_2	I6475A_3	I6475B_1	I6475B_2	I6475B_3	I1793A_1	I1793A_2	I1793A_3	I1793B_1	I1793B_2	I1793B_3	EnsembleIDversion	KaryotypeBand	ChromosomeScaffoldName	GeneStart	GeneEnd	GeneGCcontent	TranscriptCount	GeneType	GeneDescription	GeneStrand	GeneSymbol
ENSG00000142798	0	-1	-1	0	-1	0	13.34485486	13.51498111	13.75167876	13.76025284	14.05610322	14.27213917	13.43845028	13.16994941	13.32667255	14.13755155	14.12212797	14.50747736	12.97640544	12.97301216	13.2566005	14.05305128	14.29952015	14.32095477	12.25174515	11.97032666	12.15562001	13.03936701	13.63493763	12.50458975	12.38940412	12.74301773	12.06718614	14.01622187	13.27641133	13.08007245	ENSG00000142798.12	p36.12	1	22148738	22263790	56.09	16	protein_coding	heparan sulfate proteoglycan 2 [Source:HGNC Symbol;Acc:5273]	-1	HSPG2
ENSG00000144820	0	-1	-1	0	-1	0	10.44514052	10.53235394	10.60255172	10.90741584	10.90270295	10.95970679	10.11172319	10.0684279	10.08272931	10.73446785	10.86387063	10.55081319	9.832484592	10.36417821	10.31605782	10.2277648	10.38725543	10.46881236	9.323900922	9.595616465	9.383648526	9.712181269	10.2875692	9.380819627	9.272982748	9.300443253	9.236820748	10.36181799	9.687290712	9.480229275	ENSG00000144820.3	q12.2	3	100328433	100414323	38.02	5	protein_coding	G protein-coupled receptor 128 [Source:HGNC Symbol;Acc:19241]	1	GPR128
ENSG00000153930	0	-1	-1	0	-1	-1	4.662007916	4.54514622	5.16416261	5.723794894	5.887947793	5.844221774	4.463191586	5.066382521	5.111546339	5.209328829	5.337719831	5.573876672	4.060413338	4.182598584	4.398560642	5.173169308	5.333560698	5.282436682	4.102004288	4.060148815	3.855202933	4.693755463	5.174412255	4.340523883	4.01155723	4.086121206	4.37515288	4.572122154	4.421110124	4.628673412	ENSG00000153930.6	q22	17	54188319	54589020	39.35	8	protein_coding	ankyrin-repeat and fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:26766]	1	ANKFN1
ENSG00000168143	0	-1	-1	0	-1	-1	7.531063158	7.510744925	7.714894722	7.755103223	7.800608222	7.820576171	7.367526372	7.075519289	7.033922371	7.60467006	7.591566568	7.614425159	6.878887661	7.110124052	6.923481102	7.052089198	7.263690112	7.089292021	6.211033321	5.98175834	6.16376474	6.636283877	6.963851892	6.43047154	6.020796142	6.435730461	5.971986491	6.878558784	6.399243899	6.554105	ENSG00000168143.8	p12.1	6	54711569	54806820	35.88	1	protein_coding	family with sequence similarity 83, member B [Source:HGNC Symbol;Acc:21357]	1	FAM83B
ENSG00000169876	0	-1	-1	0	-1	-1	13.81435352	13.91965856	14.08319671	14.06052339	14.1875219	14.23192559	13.61132708	13.45679886	13.45123784	14.29683792	14.13656298	14.27750331	12.88356034	13.11899968	13.45965178	13.09767688	13.65918568	13.45378882	12.31223685	12.51058623	12.33645748	12.70189782	13.1521089	12.24833107	12.32845801	12.48835016	12.335759	13.15553839	12.62233905	12.67552424	ENSG00000169876.9	q22.1	7	100663353	100702020	48.22	4	protein_coding	mucin 17, cell surface associated [Source:HGNC Symbol;Acc:16800]	1	MUC17
ENSG00000176928	0	-1	-1	0	-1	-1	7.92007796	7.97005519	7.932111668	7.948995612	7.918920405	8.009217033	7.655083705	7.400529312	7.409198814	8.001441008	8.227231619	8.084908673	6.601588063	7.054474529	7.169874045	6.668540728	6.799132158	6.957602189	6.123933559	6.227062188	5.925097765	6.311145552	6.625102051	6.462703741	5.700483856	6.18005834	6.083223796	6.721982446	6.34350677	6.341018857	ENSG00000176928.4	q13.3	5	74323289	74326724	38.59	1	protein_coding	glucosaminyl (N-acetyl) transferase 4, core 2 [Source:HGNC Symbol;Acc:17973]	-1	GCNT4
ENSG00000177076	0	-1	-1	0	-1	-1	10.64167528	10.73385151	10.78786828	10.53768301	10.58847303	10.69969924	10.34963201	10.18805	10.19269861	10.63299051	10.6747064	10.68837328	9.685783338	9.719594225	9.786594975	9.922080935	10.16589919	10.30492286	8.805916165	8.617560549	8.676209348	9.339097897	9.857526326	8.986307557	8.942475967	9.191876477	8.661896735	9.942633299	9.52667662	9.278936205	ENSG00000177076.4	p22.1	9	19408925	19452018	43.51	2	protein_coding	alkaline ceramidase 2 [Source:HGNC Symbol;Acc:23675]	1	ACER2
ENSG00000188211	0	-1	-1	0	-1	0	7.082895099	7.091705956	7.194458287	6.766892115	6.794367287	6.78112967	7.166316097	6.707042437	7.023616679	7.62353545	7.366755422	7.684007272	6.845018014	6.816626952	6.915043388	5.886152005	6.495766877	6.155053293	6.057596525	5.748365374	5.938984454	5.769865824	5.626140653	6.056821615	6.067859461	5.943075888	5.886675816	5.988293998	5.832405317	5.991097252	ENSG00000188211.4	p15.1	11	17373273	17398888	44.5	2	protein_coding	natural killer cell cytotoxicity receptor 3 ligand 1 [Source:HGNC Symbol;Acc:42400]	1	NCR3LG1
ENSG00000242366	0	-1	-1	0	-1	-1	6.605441229	6.870902183	6.668202917	7.076980299	7.07893495	7.294476864	6.279224099	5.90438392	5.82341333	6.816456786	7.304586604	6.758857282	5.708574095	6.301920993	6.503790722	5.667984432	5.857065464	6.007378012	5.060318381	5.405483581	5.149935275	5.203878517	5.945487327	5.513963422	4.929192069	5.812030206	5.224784129	6.081385765	5.660796518	5.411933082	ENSG00000242366.2	q37.1	2	234668894	234681945	42.47	1	protein_coding	UDP glucuronosyltransferase 1 family, polypeptide A1 [Source:HGNC Symbol;Acc:12530]	1	UGT1A1
ENSG00000242515	0	-1	-1	0	-1	0	9.950240745	10.10621575	10.01520008	10.22959505	10.27852512	10.40759771	9.372548437	8.971979527	8.980770985	10.09391412	10.31852862	9.985609999	9.293425004	9.863791225	9.901232323	9.732052932	9.832721587	9.897517093	8.299520773	8.649636283	8.273654603	9.280006503	9.997926627	9.185174444	8.261378065	8.872680019	8.25566692	9.963184675	9.426297295	9.181063134	ENSG00000242515.1	q37.1	2	234545100	234681951	41.6	2	protein_coding	UDP glucuronosyltransferase 1 family, polypeptide A10 [Source:HGNC Symbol;Acc:12531]	1	UGT1A10
ENSG00000250889	0	-1	-1	0	-1	-1	4.87747426	4.816329499	5.027211783	4.970382485	4.845175493	4.824304876	4.661553738	4.562564362	4.93598633	5.11887816	5.205406927	5.090844194	4.183427065	4.267833706	4.351342215	4.284947866	4.127040162	4.612013722	3.9644586	4.097078869	3.64981174	3.937758918	4.246743698	3.981091804	4.134534151	4.16104169	4.002437756	4.006918494	3.98452196	3.825400925	ENSG00000250889.2	q13.3	5	74343544	74348668	46.54	2	lincRNA		-1	RP11-229C3.2
ENSG00000257594	0	-1	-1	0	-1	0	4.758048072	5.205973363	4.831551579	5.337541744	5.37319832	5.58443286	4.722962383	4.38486247	4.267724256	4.764836913	5.276696119	5.148549345	4.704093032	4.892257971	5.184484786	5.127324059	5.251243636	5.357307348	4.182324551	4.005245144	4.081117449	4.303864235	5.100273039	4.32738468	4.190033028	3.98335759	4.309189759	5.265291397	4.62346413	4.785598404	ENSG00000257594.2	q21.33	12	89913185	89920039	44.99	2	protein_coding	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 4 (GalNAc-T4) [Source:HGNC Symbol;Acc:4126]	-1	GALNT4
ENSG00000258897	0	-1	-1	0	-1	-1	4.698505611	4.982440272	4.895352267	5.715561155	5.613584976	5.722663869	4.406598099	4.591570266	4.651877508	5.61506063	5.70742661	5.205893497	3.897103913	3.591441674	3.786170986	4.016216713	4.116569637	4.685045776	3.639762981	3.436189366	3.496507128	3.699749411	3.971234746	3.719722951	3.461263775	3.503107825	3.47466822	4.133750023	3.923621043	3.746594377	ENSG00000258897.1	q13.1	14	34509303	34528506	42.57	1	antisense	EGLN3 antisense RNA 1 [Source:HGNC Symbol;Acc:49077]	1	EGLN3-AS1
ENSG00000166396	-1	0	-1	0	-1	-1	4.679748393	4.360152138	4.999790982	3.900462696	3.738478754	4.350684244	4.155379846	3.896537214	3.628620302	4.195584503	3.699582561	3.358808388	3.547568462	3.187828468	3.750510479	3.175304928	3.359538233	3.348718613	3.407491481	3.165064333	3.048172665	3.231270833	3.299788258	3.048200816	3.006352005	3.031500438	3.160487681	3.289932006	2.970045832	3.120667612	ENSG00000166396.8	q21.33	18	61420169	61472604	37.32	7	protein_coding	serpin peptidase inhibitor, clade B (ovalbumin), member 7 [Source:HGNC Symbol;Acc:13902]	1	SERPINB7
ENSG00000057657	0	0	-1	0	-1	-1	6.535740475	6.75279522	6.419571782	7.083364654	7.287300344	7.338045128	6.278480954	6.390651686	6.446461928	6.756076758	6.704935959	6.961920713	5.651984341	5.661852708	5.62650098	5.676155539	5.834261508	5.934339344	5.387669325	5.25465318	5.054266302	5.382613217	5.623520501	5.133825735	5.042802783	4.915821839	5.253606438	5.556143397	5.120683127	5.476073258	ENSG00000057657.10	q21	6	106534195	106557814	41.29	7	protein_coding	PR domain containing 1, with ZNF domain [Source:HGNC Symbol;Acc:9346]	1	PRDM1
ENSG00000077092	0	0	-1	0	-1	-1	6.571708167	6.545646528	6.389430048	6.512682696	6.244091798	6.31244294	6.281103458	6.289487039	6.220466713	6.310609152	6.260659013	6.14061074	5.552821167	5.808362276	5.975603667	5.643088225	6.310497818	5.901928585	5.283659282	5.303771218	5.357650309	5.691169232	5.752030381	5.125458574	5.070783948	5.131414135	5.146705849	5.828013517	5.45249771	5.505908531	ENSG00000077092.14	p24.2	3	25215823	25639423	40.14	9	protein_coding	retinoic acid receptor, beta [Source:HGNC Symbol;Acc:9865]	1	RARB
ENSG00000090402	0	0	-1	0	-1	-1	12.16455829	12.19011669	12.13388783	12.55769235	12.27030197	12.19114225	11.73766835	11.5158289	11.3019446	12.49651647	12.8443816	12.25587851	10.79737815	11.43182149	11.37801947	9.290375583	10.17443594	9.5986531	10.48327036	11.21517736	10.87252495	9.304766371	9.356982677	9.909402957	10.19036542	10.01625439	10.40492525	9.403683808	9.334036807	9.172386862	ENSG00000090402.3	q26.1	3	164696686	164796283	31.26	3	protein_coding	sucrase-isomaltase (alpha-glucosidase) [Source:HGNC Symbol;Acc:10856]	-1	SI
ENSG00000091138	0	0	-1	0	-1	-1	10.93322377	11.02071489	10.90056422	10.88632319	10.74397272	10.5947792	10.47561494	10.5806706	10.41839937	10.63210828	10.7884529	10.58483348	10.01455733	10.76837374	10.60747471	9.052837072	9.561527741	9.192697775	9.704974787	10.50799073	10.16507414	8.847736736	9.346727808	9.299250319	9.572638326	9.385818242	9.730184625	9.088291335	8.926671372	8.754927454	ENSG00000091138.8	q31.1	7	107405912	107443670	39.28	6	protein_coding	solute carrier family 26 (anion exchanger), member 3 [Source:HGNC Symbol;Acc:3018]	-1	SLC26A3
ENSG00000135220	0	0	-1	0	-1	-1	10.03958621	9.960669189	9.973096569	10.14701105	10.00846186	9.991655207	9.301608507	8.95742474	8.856810941	10.0699667	10.23291764	9.739142279	8.426254252	9.235927504	9.023704021	7.464938121	7.804917499	7.49014536	7.750691667	8.522884925	8.047422381	7.313731171	7.552209377	7.421379071	7.769217738	7.620573453	7.978757295	7.608625018	7.425906855	7.296158637	ENSG00000135220.6	q13.2	4	69794181	69817509	34.06	3	protein_coding	UDP glucuronosyltransferase 2 family, polypeptide A3 [Source:HGNC Symbol;Acc:28528]	-1	UGT2A3
ENSG00000136250	0	0	-1	0	-1	-1	4.428362081	4.050617617	4.405034965	4.220305614	4.144065535	3.94741896	4.321905642	4.197939811	4.39064565	4.558483464	4.382623054	4.15508122	3.841977529	3.784810076	3.866337468	3.649312337	3.947299399	3.867276984	3.733297963	3.919985679	3.976206897	3.706294434	3.886005372	3.649292385	3.738259738	3.52550109	3.839224637	3.514874796	3.545546957	3.739395837	ENSG00000136250.7	p14.2	7	36552456	36764154	41.57	13	protein_coding	acyloxyacyl hydrolase (neutrophil) [Source:HGNC Symbol;Acc:548]	-1	AOAH
ENSG00000140274	0	0	-1	0	-1	-1	9.047431812	9.541169613	9.386608094	10.86729124	11.18708306	11.20491875	9.284825806	9.754878003	9.285853655	9.954904717	10.15738446	10.18590997	7.930018167	7.44256623	7.347800764	9.701617831	10.00456885	10.1694188	7.378366143	7.535180648	7.263779297	9.294084267	9.882472437	8.216480515	7.285248453	7.404404458	7.537807609	9.502663361	8.655256177	8.574204702	ENSG00000140274.9	q21.1	15	45406519	45410619	58.64	3	protein_coding	dual oxidase maturation factor 2 [Source:HGNC Symbol;Acc:32698]	1	DUOXA2
ENSG00000145703	0	0	-1	0	-1	-1	11.44178747	11.54203439	11.37782393	11.84310213	11.82279564	11.78855879	10.84863548	10.74894584	10.69655852	11.67047796	11.74194226	11.56423042	10.69103847	11.10781226	10.9635854	10.68366604	10.86561533	10.91217746	10.16542306	10.41642746	10.29841363	10.25342364	10.7959948	10.04681985	10.02372252	10.07666581	10.11820443	10.7210073	10.31145785	10.12441317	ENSG00000145703.11	q13.3	5	75699074	76003957	40.47	19	protein_coding	IQ motif containing GTPase activating protein 2 [Source:HGNC Symbol;Acc:6111]	1	IQGAP2
ENSG00000147041	0	0	-1	0	-1	-1	6.210646411	6.243902376	6.167304791	6.476954616	6.599509096	6.695748611	5.839576074	6.225127043	6.195496585	5.990118195	6.115892986	6.214916305	5.229659325	5.647592597	5.66734717	6.020289074	6.13640921	6.163405879	4.906233064	5.291000864	5.012914	5.955991076	6.228656338	5.089216515	4.731752754	5.054848591	4.807855153	6.041189896	5.721908992	5.564782857	ENSG00000147041.7	p11.4	X	37865835	37988072	37.59	3	protein_coding	synaptotagmin-like 5 [Source:HGNC Symbol;Acc:15589]	1	SYTL5
ENSG00000164342	0	0	-1	0	-1	-1	7.463592249	7.682051411	7.637743849	7.727302312	7.675657251	7.695214987	7.221935657	7.239806917	7.332908687	7.658223324	7.497884252	7.329506945	6.46744805	6.975057143	6.773110026	6.894024842	7.157653512	7.088804066	5.967555817	6.547806245	6.218708289	6.596965316	7.026110502	6.057954573	5.937802407	6.271534758	6.167598706	6.80631384	6.512138688	6.336978695	ENSG00000164342.8	q35.1	4	186990306	187009223	39.23	5	protein_coding	toll-like receptor 3 [Source:HGNC Symbol;Acc:11849]	1	TLR3
ENSG00000222019	0	0	-1	0	-1	0	4.677293219	4.523771131	4.168755096	4.193247393	4.105400956	4.130887284	4.804070253	4.923039128	4.706140144	4.031842914	4.309304368	4.350193993	4.226964453	3.883224462	4.357967998	4.357914028	4.373065912	4.269222338	4.330692731	4.073964774	4.208357585	4.283943984	3.717061244	4.160664045	4.212233702	3.899016317	4.127376742	3.759703918	3.928742448	3.983011831	ENSG00000222019.3	q24.3	16	90106169	90114181	59.33	5	pseudogene	urate (hydroxyiso-) hydrolase, pseudogene [Source:HGNC Symbol;Acc:43695]	-1	URAHP
ENSG00000244474	0	0	-1	0	-1	0	4.985795849	4.823175057	5.331882277	4.816908489	4.846140205	4.90999106	5.10695413	4.61936328	4.396854202	4.981335965	5.092993964	4.919013895	4.838562548	5.091095386	5.003805687	4.606637017	4.37041686	4.554599516	4.295932748	4.79941547	4.425213466	4.204623605	4.656708992	3.984820104	4.285299197	4.217814693	4.157110019	4.723516124	4.082088684	4.383726503	ENSG00000244474.1	q37.1	2	234627424	234681945	43.82	2	protein_coding	UDP glucuronosyltransferase 1 family, polypeptide A4 [Source:HGNC Symbol;Acc:12536]	1	UGT1A4
ENSG00000256001	0	0	-1	0	-1	0	4.878139918	4.643377186	4.647585523	4.744262456	4.989482256	4.7483511	4.551029235	4.721621746	4.743871999	5.085306491	5.035878822	4.864144898	4.8647392	4.846951962	4.965966739	4.574380752	4.658126866	4.824517366	4.684527833	4.589868538	4.457022663	4.284984867	4.431970355	4.331102719	4.427181093	4.182745365	4.403230088	4.595159484	4.586599896	4.257464032	ENSG00000256001.1	q24.32	12	127629617	127631077	51.95	2	lincRNA		-1	RP11-575F12.2
ENSG00000001630	0	-1	0	0	-1	0	7.570702526	7.959787637	7.940763048	8.151956388	8.424856464	8.405391772	7.039168198	6.87105586	6.420918778	8.010466015	8.406354994	8.273899028	7.209713548	7.544008161	7.353396034	7.474785989	7.718251365	7.717139376	6.174200075	6.313226493	6.299799274	6.836978821	7.589930149	7.314591084	6.633029472	6.607555863	6.155755801	7.873490354	7.30484719	7.319979766	ENSG00000001630.11	q21.2	7	91741465	91772266	39.91	5	protein_coding	cytochrome P450, family 51, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:2649]	-1	CYP51A1
ENSG00000026559	0	-1	0	0	-1	-1	3.913388276	3.733054529	3.563415528	4.085383486	4.132463027	4.050005795	3.718123453	3.917755633	3.87178152	4.105931936	4.416523848	4.403913663	3.768772966	3.168053977	3.548455379	3.404768767	3.486027555	3.382784386	3.191521117	3.206605833	3.200652308	3.265360004	3.277634235	3.444983748	3.234264344	3.705033129	3.306775946	3.401616998	3.578406629	3.560933344	ENSG00000026559.9	q13.13	20	49620193	49639666	52.21	7	protein_coding	potassium voltage-gated channel, subfamily G, member 1 [Source:HGNC Symbol;Acc:6248]	-1	KCNG1
ENSG00000053438	0	-1	0	0	-1	0	5.6155355	5.543154497	5.236764978	5.464503277	5.401244526	5.629576658	6.30079325	5.733025993	5.855790119	5.650539662	5.408283868	6.360345456	5.035995793	4.911882705	4.676495812	5.387834499	5.461446685	5.507646822	4.879891883	4.828558581	4.676418591	4.726080311	4.816266104	4.524939415	4.901085323	5.143218843	5.323039201	4.718392339	4.754173846	4.592231269	ENSG00000053438.7	q11.23	20	36149617	36152092	54.08	2	protein_coding	neuronatin [Source:HGNC Symbol;Acc:7860]	1	NNAT
ENSG00000054277	0	-1	0	0	-1	0	6.392246148	6.497372106	6.558915574	6.784401313	7.065473	7.101550607	6.209679067	6.014036606	5.865585994	6.974793046	7.002848322	7.083178939	6.212920566	6.128167233	6.329509536	6.531395281	6.822338912	7.123224272	5.450180535	5.375471248	5.445769515	6.315448999	6.816477742	6.005816939	5.856472641	6.461977508	5.270769408	7.003861424	5.999671601	6.325696455	ENSG00000054277.8	q43	1	241753404	241840678	39.62	7	protein_coding	opsin 3 [Source:HGNC Symbol;Acc:14007]	-1	OPN3
ENSG00000075223	0	-1	0	0	-1	0	7.599015665	7.588648419	7.684744607	8.058512613	8.236679972	8.153757081	7.381347484	7.068036888	7.225840009	7.949602064	7.938460378	7.91375718	6.944379023	7.490387509	7.280928129	7.987349367	7.859487871	8.116806678	6.567199456	6.364659435	6.582117568	7.375028408	7.937953849	6.982553076	6.409963323	6.640494327	6.500506566	7.855528001	7.493067938	7.467385719	ENSG00000075223.9	q21.11	7	80371854	80551675	35.82	11	protein_coding	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C [Source:HGNC Symbol;Acc:10725]	-1	SEMA3C
ENSG00000099194	0	-1	0	0	-1	-1	14.39318421	14.61587165	14.42462548	14.57223196	14.48495315	14.60341157	13.91836124	14.2473969	14.25612601	14.48628797	14.58866763	14.24965951	12.86792465	12.94372746	13.08474415	13.14118897	13.15724186	13.42323554	12.30423575	12.52250752	12.27281637	12.42462829	12.86916213	12.12903865	12.46408303	12.79280912	12.50973631	13.05827877	12.7375969	12.6257343	ENSG00000099194.5	q24.31	10	102106881	102124591	47.04	1	protein_coding	stearoyl-CoA desaturase (delta-9-desaturase) [Source:HGNC Symbol;Acc:10571]	1	SCD
