EnsemblID	U6475-ULDM4	I6475-ILDM4	I17938-ILDM4	I6475-I17938	ULDMA_1	ULDMA_2	ULDMA_3	ULDMB_1	ULDMB_2	ULDMB_3	U6475A_1	U6475A_2	U6475A_3	U6475B_1	U6475B_2	U6475B_3	ILDMA_1	ILDMA_2	ILDMA_3	ILDMB_1	ILDMB_2	ILDMB_3	I6475A_1	I6475A_2	I6475A_3	I6475B_1	I6475B_2	I6475B_3	I1793A_1	I1793A_2	I1793A_3	I1793B_1	I1793B_2	I1793B_3	EnsembleIDversion	KaryotypeBand	ChromosomeScaffoldName	GeneStart	GeneEnd	GeneGCcontent	TranscriptCount	GeneType	GeneDescription	GeneStrand	GeneSymbol
ENSG00000184557	-1	0	0	0	4.605948274	4.911471126	4.956411724	6.197149552	6.613636311	6.582138	4.227693963	5.092293456	4.372760069	5.500470579	5.185530246	4.946825095	4.377782997	4.252507447	4.56617917	5.154423332	4.910115897	4.931300843	4.193176027	4.418104705	4.427142277	4.62719332	4.451080916	4.15026713	4.241176723	4.131426524	4.180806007	4.67203152	4.713733465	4.530854461	ENSG00000184557.3	q25.3	17	76352864	76356158	62.34	2	protein_coding	suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:19391]	-1	SOCS3
ENSG00000068976	-1	0	0	0	3.755133873	3.528328358	4.032571684	3.796334276	4.965744407	3.720166795	3.32334804	3.566391023	3.687079401	3.739539544	3.796843667	3.908117303	4.019110883	3.91539835	4.069269444	3.714568344	3.981693155	3.96168706	3.813807784	3.726220965	3.649199916	3.867520197	3.673404444	3.680407303	3.572601086	3.988781928	3.643185725	3.810615902	3.777022215	3.854682633	ENSG00000068976.9	q13.1	11	64513861	64527769	56.99	5	protein_coding	phosphorylase, glycogen, muscle [Source:HGNC Symbol;Acc:9726]	-1	PYGM
ENSG00000081041	-1	0	0	0	4.774850324	4.80491884	4.919885991	4.901442941	5.950587606	5.500409067	4.985586122	4.987857141	4.929102444	4.326920564	4.647467568	4.241090154	4.170714209	4.454253048	4.016278093	4.469800006	4.491468622	4.513009192	4.559482443	4.83387413	4.543930236	4.457976391	4.135099878	4.379131447	4.069483523	3.856772961	4.704179918	4.258608739	4.437345911	4.290056994	ENSG00000081041.8	q13.3	4	74962752	74965010	48.16	3	protein_coding	chemokine (C-X-C motif) ligand 2 [Source:HGNC Symbol;Acc:4603]	-1	CXCL2
ENSG00000087253	-1	0	0	0	7.319553274	7.502719727	7.630698649	8.136046534	8.536880738	8.551876068	6.870810848	6.847189535	6.729734046	7.794281644	7.927751201	7.729224178	6.903271322	7.217725318	7.183204404	7.879690214	7.723997955	7.87202959	6.391651623	6.527259845	6.561331272	7.25682861	7.844632079	7.17781306	6.560481105	6.785609347	6.584977633	8.055888257	7.478435344	7.222158894	ENSG00000087253.7	q12.2	16	55542910	55620582	35.52	8	protein_coding	lysophosphatidylcholine acyltransferase 2 [Source:HGNC Symbol;Acc:26032]	1	LPCAT2
ENSG00000109321	-1	0	0	0	5.861038393	6.0643633	6.05608013	6.06107824	7.294445264	6.804914937	5.994878371	5.525046987	5.407561118	5.711425295	5.852170989	5.639604297	5.216182348	5.567776009	5.551053104	5.85971748	6.010832059	5.947391675	5.059576321	5.571998295	5.080067892	5.880296723	6.133383991	5.213493963	4.896795623	5.833821208	5.380799127	5.846304254	5.662042592	5.416352954	ENSG00000109321.6	q13.3	4	75310851	75320726	36.89	4	protein_coding	amphiregulin [Source:HGNC Symbol;Acc:651]	1	AREG
ENSG00000118523	-1	0	0	0	6.9955537	6.866774976	7.536671153	7.25292037	8.39673972	8.185583883	6.715905794	6.539698814	7.025379653	6.823942456	6.920316434	6.348446314	6.368813991	6.232557612	6.255632945	6.971252082	7.274307947	7.275627216	6.304306646	6.408121362	6.126637065	6.779420186	7.064803585	6.314061068	6.090293264	6.102159939	6.421894378	6.825722711	6.594619512	6.860058424	ENSG00000118523.5	q23.2	6	132269316	132272513	52.28	1	protein_coding	connective tissue growth factor [Source:HGNC Symbol;Acc:2500]	-1	CTGF
ENSG00000137819	-1	0	0	0	3.618353801	3.395549415	3.432031614	3.344800215	3.195258775	3.430905739	3.078701826	2.900268309	3.068278668	3.030455488	3.222845509	3.12881404	3.157768725	2.991848381	3.001005795	3.26649041	3.232071159	3.304460761	3.074396568	3.283526569	3.035005173	3.25134695	3.433641754	2.855785239	2.871488483	2.833411158	2.878651658	3.330946518	3.108004639	3.052948522	ENSG00000137819.9	q23	15	69591286	69700119	46.86	6	protein_coding	progestin and adipoQ receptor family member V [Source:HGNC Symbol;Acc:29645]	1	PAQR5
ENSG00000142871	-1	0	0	0	7.184688791	7.237117171	7.677863631	7.256447526	8.464950051	8.023632721	7.084639563	7.043178759	7.095957117	7.023789182	7.010298965	7.065877084	7.116807352	7.541115678	6.972816005	7.132609057	7.380815287	7.320747182	7.133782429	7.335698083	7.205521247	6.940496498	7.093183952	6.996880772	7.046378586	6.755296893	7.24454935	7.312608465	6.945637379	6.918371021	ENSG00000142871.11	p22.3	1	86046444	86049645	50.25	2	protein_coding	cysteine-rich, angiogenic inducer, 61 [Source:HGNC Symbol;Acc:2654]	1	CYR61
ENSG00000163659	-1	0	0	0	8.832772251	8.94733501	8.704089729	9.447128606	10.36683823	10.02619605	8.578793838	8.687241409	8.472538508	8.832051084	8.933270156	8.75111089	8.226478395	8.526074115	8.254008995	8.965774242	8.98046235	8.993893594	7.917150399	7.856180959	8.001728116	8.633663103	8.998545411	8.522904593	7.761431404	8.049843288	8.058929704	8.939793949	8.688204427	8.574132572	ENSG00000163659.8	q25.31	3	156391024	156424559	38.27	7	protein_coding	TCDD-inducible poly(ADP-ribose) polymerase [Source:HGNC Symbol;Acc:23696]	1	TIPARP
ENSG00000163734	-1	0	0	0	6.038633723	6.094677205	5.95146391	6.026912167	6.883081363	6.417963719	5.801540653	5.984501935	5.758339386	5.323614024	5.651981547	5.2226105	5.300141209	5.662211695	5.026301884	5.337308148	5.548967559	5.302232987	5.698385475	6.08217274	5.470819389	5.601717458	5.361840895	5.528353878	4.947249293	5.081269507	5.435045491	5.538090944	5.39701365	5.439504808	ENSG00000163734.4	q13.3	4	74902306	74904524	47.59	4	protein_coding	chemokine (C-X-C motif) ligand 3 [Source:HGNC Symbol;Acc:4604]	-1	CXCL3
ENSG00000167165	-1	0	0	0	7.290257247	7.54873515	7.468201118	7.668693832	8.050036071	7.997761948	6.838007478	6.691251003	6.776539095	7.437359466	7.388302615	7.139242394	6.919021598	7.014993663	6.826691756	7.72537793	7.84995444	7.741511012	6.37996387	6.34015737	6.193860177	7.268882184	8.008208695	6.963099412	6.163205557	6.236008445	6.060362625	8.038780991	7.469715217	7.288799557	ENSG00000167165.14	q37.1	2	234600253	234681946	42.92	8	protein_coding	UDP glucuronosyltransferase 1 family, polypeptide A6 [Source:HGNC Symbol;Acc:12538]	1	UGT1A6
ENSG00000169429	-1	0	0	0	6.215133766	6.407901484	6.618461873	6.253962964	7.224775261	6.758423442	5.724456737	5.708878108	5.822522521	5.753336756	5.558741438	5.544707874	5.079462113	5.048654653	4.956409035	5.698439987	5.941052271	6.027854343	5.032458067	5.114926116	4.887197859	5.863247372	6.163930273	5.68646596	5.14546391	4.396770525	4.745307063	5.703679084	5.297319489	5.407694833	ENSG00000169429.6	q13.3	4	74606223	74609433	32.05	3	protein_coding	interleukin 8 [Source:HGNC Symbol;Acc:6025]	1	IL8
ENSG00000172031	-1	0	0	0	4.484706593	4.413433589	4.341092608	4.694876627	4.398960423	4.32778868	4.122728723	4.042559521	4.029648832	3.999841941	4.32274356	4.07271179	4.185071266	4.299560081	4.244635007	4.430889595	4.428423624	4.712721713	4.15183898	4.093188722	4.156051665	4.494809148	4.470774642	4.378822801	4.135650856	4.388117455	4.238060675	4.440554815	4.35816405	4.124064108	ENSG00000172031.6	p22.1	1	92495539	92529093	38.35	2	protein_coding	epoxide hydrolase 4 [Source:HGNC Symbol;Acc:23758]	1	EPHX4
ENSG00000175592	-1	0	0	0	6.505263951	6.597707969	6.86825659	6.947826764	8.219900049	7.864068045	6.36086216	6.423978256	6.753986515	6.894789564	6.540116165	6.584664107	6.417475575	6.374680579	6.654652498	6.835636481	6.832867444	6.631028441	6.627576509	6.5774474	6.41317252	6.761169919	6.67328507	6.493597752	6.709776354	6.582883147	6.173912511	6.593882213	6.650313972	7.025477722	ENSG00000175592.4	q13.1	11	65659520	65668044	55.66	5	protein_coding	FOS-like antigen 1 [Source:HGNC Symbol;Acc:13718]	-1	FOSL1
ENSG00000183722	-1	0	0	0	3.158023563	3.219436053	3.310881191	3.58072315	3.318274851	3.446008946	3.188187615	3.11445468	2.799139938	3.072513884	2.91299493	2.951601116	2.939077242	3.064676819	3.190770963	3.359921756	3.366165308	3.333969251	3.200740034	3.074342354	2.874966589	3.255515298	3.396029089	2.955545051	2.85016195	3.446850182	2.914330926	3.151825756	3.199770183	3.205056372	ENSG00000183722.7	q14.11	13	39917029	40177665	39.43	2	protein_coding	lipoma HMGIC fusion partner [Source:HGNC Symbol;Acc:6586]	-1	LHFP
ENSG00000196611	-1	0	0	0	7.332484501	6.350321742	7.126180524	6.609359421	6.865902312	7.174975985	6.247918543	6.02251352	6.477676146	6.553995426	6.280217915	6.096988588	5.482932909	6.061776153	6.297329375	6.56301611	6.504905897	5.908564553	6.348594265	5.52382315	5.624846292	6.538566411	6.303966195	6.159941886	5.630397596	5.381967936	5.768954398	5.734473017	5.694201137	6.880676026	ENSG00000196611.4	q22.2	11	102660651	102668891	39.69	1	protein_coding	matrix metallopeptidase 1 (interstitial collagenase) [Source:HGNC Symbol;Acc:7155]	-1	MMP1
ENSG00000204542	-1	0	0	0	3.054539958	2.74621555	3.079192339	2.884078646	3.286845205	3.237538885	2.559057682	2.882176971	2.875707431	2.790455389	2.871703016	2.71582698	2.808102631	2.609801128	2.665229239	2.887188228	3.004160963	2.776417737	2.626589179	2.806396747	2.598535408	3.161985034	3.107391478	2.72302993	2.929147227	2.571209207	2.732745956	3.219602703	2.946244393	3.020323225	ENSG00000204542.2	p21.33	6	31079000	31080336	57.74	1	protein_coding	chromosome 6 open reading frame 15 [Source:HGNC Symbol;Acc:13927]	-1	C6orf15
ENSG00000219891	-1	0	0	0	3.923102981	3.583426902	3.807897171	3.996668375	4.833064573	4.654091729	3.757168514	3.832682911	3.881114609	3.317723403	3.507920285	3.697786085	3.420070066	3.275938782	3.430274778	3.58734546	3.430861308	3.350389878	3.609429606	3.38573548	3.915105363	3.482936341	3.463947831	3.518621964	3.638295421	3.135447638	3.364403495	3.509757501	3.535940431	3.484630567	ENSG00000219891.2	p22.1	6	28058932	28061442	43.49	2	pseudogene	zinc finger and SCAN domain containing 12 pseudogene 1 [Source:HGNC Symbol;Acc:13850]	1	ZSCAN12P1
ENSG00000232803	-1	0	0	0	3.421263095	3.480076593	3.656674492	3.453155337	3.609125081	3.405279911	3.060547877	3.137426628	3.276764833	3.453666772	3.226821126	3.286640534	3.56417671	3.350366927	3.401720943	3.408067354	3.554829695	3.341168869	3.412307724	3.413716331	3.482875816	3.465788866	3.425766877	3.274430269	3.806818044	3.902129608	3.228907775	3.391249025	3.472891244	3.606147086	ENSG00000232803.1	q13.33	20	61294371	61298076	60.96	3	antisense		-1	RP11-93B14.5
ENSG00000249353	-1	0	0	0	3.976634808	3.652407579	4.007630006	4.25130925	3.682018218	3.679613328	3.509607918	3.728278781	3.584863456	3.837833912	3.580993191	3.476778244	3.996402253	4.009661595	4.310871382	4.084760158	3.862357561	3.873622575	3.835309687	3.658238207	3.938222092	3.608191605	4.09041309	3.842570914	3.940628048	4.038694477	3.786983887	3.856633415	3.931229709	3.789746031	ENSG00000249353.2	q15	5	93018544	93019373	41.69	1	pseudogene	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 27 [Source:HGNC Symbol;Acc:45206]	-1	NPM1P27
ENSG00000261167	-1	0	0	0	3.509522654	3.566296685	3.533721014	3.601640713	3.566632014	3.41054874	3.36404113	3.086887271	3.166528299	3.492030336	3.355179902	3.48014611	3.255957423	3.423368153	3.570913248	3.778946566	3.778891221	3.646825758	3.053176151	3.421337067	3.572537673	3.441929619	3.72272786	3.547239068	3.411323088	3.193311755	3.515657273	3.799333103	3.661525919	3.542981537	ENSG00000261167.1	q22.1	3	131173970	131177442	39.27	1	sense_overlapping		-1	RP11-517B11.7
ENSG00000264281	-1	0	0	0	3.892155502	4.170672369	4.102793923	3.843183895	3.732710003	3.608249826	3.602415129	3.527029676	3.56698546	3.577183467	3.678383105	3.49121469	3.745694525	3.746256914	3.852553253	3.610061299	3.546747567	3.384860868	3.765254249	4.022047507	3.94093225	3.539349318	3.355062506	3.540998995	3.863776779	3.576334311	3.988631256	3.468728899	3.564577286	3.810385558	ENSG00000264281.2	q11.2	5	55240458	55240856	49.87	2	pseudogene		1	CTD-2031P19.4
ENSG00000006210	-1	0	0	0	5.755849908	5.586931392	6.299062212	5.67854552	5.889409969	6.086634059	5.292525681	5.45594867	5.324924135	5.466152481	5.66867813	5.29563251	6.520920711	6.432853717	6.475405125	7.053564904	7.128181351	7.007291904	6.147748944	6.507311481	6.344099143	7.117402132	7.033229881	7.000759076	6.429345616	6.292826926	6.27142501	7.104295682	7.180444876	7.003939355	ENSG00000006210.6	q21	16	57406370	57418960	53.7	4	protein_coding	chemokine (C-X3-C motif) ligand 1 [Source:HGNC Symbol;Acc:10647]	1	CX3CL1
ENSG00000006468	-1	0	0	0	5.639391096	5.828527681	5.653401848	5.844100294	5.914074862	6.089079008	5.538786541	5.275667929	5.38274936	5.438758381	5.630363445	5.540361324	7.696958693	7.740157758	7.918753972	7.64960756	8.13211292	7.922590725	7.312580151	6.478859474	6.910475445	8.676200507	8.587119326	9.002612531	7.383015839	7.788802374	6.866860521	8.495422484	8.763975237	8.354386702	ENSG00000006468.9	p21.2	7	13930853	14031050	36.3	24	protein_coding	ets variant 1 [Source:HGNC Symbol;Acc:3490]	-1	ETV1
ENSG00000008118	-1	0	0	0	3.079746023	3.058712994	3.127478957	2.891907835	3.367797806	2.939116433	2.914585649	2.762175822	2.986702353	2.786679827	2.98313679	2.936555314	3.052166392	2.947760844	2.823497687	2.98414014	3.156363975	2.994718044	3.363821108	2.9969001	3.050762173	3.287325343	3.102053662	3.268954903	3.187843674	3.399084489	3.149554949	3.073536512	3.121169915	3.102364764	ENSG00000008118.5	q32.2	1	209757062	209787283	47.01	4	protein_coding	calcium/calmodulin-dependent protein kinase IG [Source:HGNC Symbol;Acc:14585]	1	CAMK1G
ENSG00000009790	-1	0	0	0	4.109836745	4.080566698	4.433066403	4.199695459	4.726514321	4.529417692	4.115894295	4.233447211	4.103978217	4.259850019	3.990417211	4.114695626	4.954791887	4.926764446	5.341530066	5.008136684	4.865072425	5.024334907	5.387378257	5.09226808	5.261042494	5.178449399	4.863315703	4.898654408	4.976079707	5.41262487	5.245070785	5.031412452	5.07366937	4.809506218	ENSG00000009790.10	q32.2	1	209929377	209955668	45.61	18	protein_coding	TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:30766]	1	TRAF3IP3
ENSG00000020181	-1	0	0	0	3.508855248	2.978810467	3.769234509	3.248586322	3.04624778	3.137465298	2.946036851	3.169636934	3.130810086	2.955034609	2.952266694	3.115650872	3.753502625	3.720184118	3.617436393	3.783976925	3.642824537	3.357283627	3.330918703	3.203709316	3.447522834	3.258287148	3.486483775	3.825240346	3.600331131	3.036519292	3.403022579	3.735899451	3.518929383	3.802697515	ENSG00000020181.13	p11.23	8	37641709	37702414	55.25	3	protein_coding	G protein-coupled receptor 124 [Source:HGNC Symbol;Acc:17849]	1	GPR124
ENSG00000031691	-1	0	0	0	3.73691504	3.892222329	4.037959667	4.20559063	3.967936344	3.902282685	3.511507803	3.631616463	3.784626037	3.645573417	3.823658672	3.560571661	3.827958371	4.150324801	4.485385027	4.252122267	4.473273491	4.494006116	4.164301973	3.907985165	4.077918113	4.577424431	4.571668632	4.16937049	3.947022164	4.611233244	3.908685671	4.383772984	4.243038929	4.393461823	ENSG00000031691.6	p12.3	6	49431091	49460820	37.99	1	protein_coding	centromere protein Q [Source:HGNC Symbol;Acc:21347]	1	CENPQ
ENSG00000061337	-1	0	0	0	4.02573358	3.770385677	3.997949017	3.857314874	3.799040436	3.797872663	3.811255569	3.790755192	3.910556836	3.838783491	3.830400781	3.878434934	5.727745573	5.835479051	5.88971341	5.128539811	5.308752014	5.474631365	5.673670836	5.358345177	5.259083626	5.750095908	5.224064988	5.511119802	5.744091365	6.138776146	5.418883593	5.317669609	5.927825984	5.771465981	ENSG00000061337.11	p21.3	8	20103676	20161474	50.43	3	protein_coding	leucine zipper, putative tumor suppressor 1 [Source:HGNC Symbol;Acc:13861]	-1	LZTS1
ENSG00000061918	-1	0	0	0	4.133270878	3.852535595	4.659171778	4.059817127	4.115816359	4.186196193	4.062408239	3.838493724	4.109362355	3.967024789	3.836747668	3.820742634	4.706689952	5.01914202	4.748751712	4.4628265	4.985932927	4.692171164	4.701699901	3.926550384	4.717348176	5.228180375	5.254707889	5.622262413	4.697941357	4.84869009	4.059598569	5.508774774	5.297790233	5.267405974	ENSG00000061918.8	q32.1	4	156680144	156728743	36.52	7	protein_coding	guanylate cyclase 1, soluble, beta 3 [Source:HGNC Symbol;Acc:4687]	1	GUCY1B3
ENSG00000067842	-1	0	0	0	2.556861188	2.468499814	2.795247784	2.526407255	2.530252464	2.474975382	2.478205058	2.473278124	2.548633756	2.485003518	2.482911383	2.49515335	2.745002074	2.921670315	3.160911608	2.702026434	2.901021467	2.810845989	3.289468824	2.816997405	2.990593907	3.116972416	2.928802269	3.044807245	2.948281842	3.556964637	2.664658847	2.980792087	3.083844222	2.992332502	ENSG00000067842.13	q28	X	152783134	152848397	58.21	8	protein_coding	ATPase, Ca++ transporting, plasma membrane 3 [Source:HGNC Symbol;Acc:816]	1	ATP2B3
ENSG00000070669	-1	0	0	0	7.227671484	7.63144262	7.720358462	8.154279479	8.563542039	8.490007039	7.052293768	7.438518634	7.178751509	7.399363439	7.202925821	7.304058422	9.011570847	9.078223749	8.99129376	8.852686925	8.871691005	8.780951832	9.201922849	8.947622869	9.308172969	9.350133051	9.120040332	9.487871471	9.109531965	9.240597406	9.075528691	9.122866838	9.417906901	9.298305122	ENSG00000070669.12	q21.3	7	97481430	97501854	38.42	17	protein_coding	asparagine synthetase (glutamine-hydrolyzing) [Source:HGNC Symbol;Acc:753]	-1	ASNS
ENSG00000075673	-1	0	0	0	3.62518873	3.47262309	4.070885257	3.601204522	3.523261609	3.613737975	3.544264931	3.508824318	3.580912167	3.59046155	3.576552137	3.654563317	4.213202876	4.449345817	4.63558804	5.992387576	6.423767557	6.236935088	4.777302115	4.16223471	4.426521775	7.425312434	6.884517491	8.017683462	4.98668042	5.059236047	4.517099033	6.578150622	7.596900004	7.017232875	ENSG00000075673.7	q12.12	13	25254549	25285921	49.33	2	protein_coding	ATPase, H+/K+ transporting, nongastric, alpha polypeptide [Source:HGNC Symbol;Acc:13816]	1	ATP12A
ENSG00000079150	-1	0	0	0	4.274643635	4.087152179	4.530426565	4.280988821	4.242708964	4.435602605	4.26502227	4.053177564	4.172804939	4.105565631	4.299752174	4.234414374	5.855532745	5.855210998	5.898341911	5.918504748	5.955657483	5.849914103	6.100338319	6.066887483	5.771398096	6.236919736	6.393912254	6.323920783	5.940665809	6.315389261	5.891246687	6.126082457	6.064474415	6.090765325	ENSG00000079150.13	q31.2	2	179328391	179343327	37.58	8	protein_coding	FK506 binding protein 7 [Source:HGNC Symbol;Acc:3723]	-1	FKBP7
ENSG00000088882	-1	0	0	0	2.939931118	2.751338781	3.0142285	2.682035358	2.850760769	2.887471868	2.732784986	2.681850653	2.888198711	2.690688193	2.741309077	2.698513656	3.074315009	3.004588493	3.086980767	2.872688067	3.026792009	3.168807548	3.292616249	3.173175336	3.269295421	3.245996742	3.272187777	3.157599492	3.061209462	2.924411882	2.973864545	2.861779689	3.280345444	3.470239556	ENSG00000088882.7	p13	20	2774715	2781283	59.72	1	protein_coding	carboxypeptidase X (M14 family), member 1 [Source:HGNC Symbol;Acc:15771]	-1	CPXM1
ENSG00000089692	-1	0	0	0	2.833969482	2.83582913	2.928829723	3.032915876	3.474882087	3.083483093	2.860026336	3.031367532	2.873247921	2.938981416	2.807115827	2.822653491	3.424315056	3.345974684	3.264985974	3.428652319	3.197357962	3.164663	3.81981133	3.794711527	3.911724602	3.159739977	3.056330232	3.092865339	3.3096052	3.379957777	3.628151965	2.930252814	3.482224996	3.316051469	ENSG00000089692.4	p13.31	12	6881678	6887621	57.37	4	protein_coding	lymphocyte-activation gene 3 [Source:HGNC Symbol;Acc:6476]	1	LAG3
ENSG00000091129	-1	0	0	0	3.463249734	3.254673008	3.565148795	3.359700272	3.211089502	3.566605559	3.175769388	3.321539318	3.194023163	3.25309157	3.13621602	3.354780531	3.867474832	3.520426044	3.470460117	3.794979862	3.923442658	3.657901277	3.727938181	3.451591821	3.578730821	3.53516032	3.67709977	3.700249398	3.441604537	3.53295605	3.68254829	3.888583592	3.777400338	3.616842647	ENSG00000091129.15	q31.1	7	107788068	108097161	39	16	protein_coding	neuronal cell adhesion molecule [Source:HGNC Symbol;Acc:7994]	-1	NRCAM
